:START_ID(Entity),:END_ID(Entity),:TYPE,claim_id,predicate,refs:int[],status,evidence,level,species:string[],section,volume,synthesis:boolean,finding,finding_note,hypothesis,hypothesis_group,parameters
guideline-evidence-level-for-a-drive-to-outcome-03xlobw,confidence-in-the-coupling-cellular-or-molecular-09t7uo0,CORRELATES_WITH,C0493,correlates_with,208;209;210,inferred,inferred,clinical,human,v0-13-evidence-and-translation,v0,true,,,,,"{""inference"":""a level A is a statement about one edge - drive to outcome, in one indication, against sham, with the protocol fixed"",""consequence"":""it licenses no mechanistic story about why the outcome moved, and a graph that reads the letter as confidence in a mechanism has mistranslated it""}"
regulatory-approval-of-a-drug-1jh866a,graded-certainty-of-the-evidence-for-it-1925jva,CORRELATES_WITH,C0494,correlates_with,182,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,,,,,"{""case"":""Cochrane review of neurosteroid GABA-A positive allosteric modulators for postnatal depression"",""studies"":""five studies, 349 women"",""finding"":""only low-certainty benefit and insufficient evidence to recommend them over existing treatments"",""principle"":""approval and graded certainty are different thresholds""}"
human-transcranial-temporal-interference-stimula-0kzy9ws,clinical-efficacy-endpoints-0gr15eg,MODULATES,C0495,modulates,47,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,,,,,"{""completed_studies"":""20"",""ongoing_trials"":""28"",""participants"":""820"",""stage"":""called Phase 1 evidence by a systematic review"",""efficacy"":""untested""}"
focused-ultrasound-thalamotomy-16acbqb,hand-tremor-score-in-essential-tremor-1n5xbx8,DECREASES,C0496,decreases,86,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,,,,,"{""design"":""randomised trial against a sham procedure"",""active"":""18.1 to 9.6 at three months"",""sham"":""16.0 to 15.8""}"
transcranial-electric-stimulation-0drjeqe,intracranial-electric-field-in-superficial-corte-0wjkdmh,MODULATES,C0497,modulates,211,supported,human-interventional,biophysical,macaque;human,v0-13-evidence-and-translation,v0,false,,,,,"{""peak_field"":""about 0.5 mV/mm"",""invariance"":""changing little with frequency or region"",""preparation"":""intracranial recordings in non-human primates and human epilepsy patients""}"
head-size-across-mouse-monkey-and-human-07wnvmb,induced-electric-field-strength-for-tms-and-tes-0dv6r4t,MODULATES,C0498,modulates,212,supported,computational,biophysical,mouse;macaque;human,v0-13-evidence-and-translation,v0,false,,,,,"{""method"":""finite-element head models"",""tms"":""field strength first rises and then falls with head size"",""tes"":""fields differ by up to about 100-fold across the three species"",""recommendation"":""match animal parameters to human fields rather than copy them""}"
rodent-coupling-mechanism-demonstration-at-field-1f98sbj,engagement-of-that-coupling-mechanism-by-the-hum-1r16gq7,REQUIRED_FOR,C0499,required_for,211;212,inferred,inferred,biophysical,mouse;rat;human,v0-13-evidence-and-translation,v0,true,,,,,"{""inference"":""the experiment shows that a coupling mechanism exists, not that the human protocol engages it"",""transfers"":""the physics of the coupling step"",""does_not_transfer"":""the number""}"
translocator-protein-tspo-1w5whsx,microglial-activation-state-13490h7,CORRELATES_WITH,C0500,correlates_with,127,supported,human-observational,molecular,mouse;macaque;human,v0-13-evidence-and-translation,v0,false,,,,,"{""mouse"":""TSPO rose in activated microglia"",""nhp_and_human"":""did not rise in non-human primates or human neurodegenerative disease"",""mechanism"":""a promoter AP1 site"",""implication"":""human TSPO-PET probably reflects the density of inflammatory cells rather than their activation""}"
feedback-controlled-focused-ultrasound-with-circ-1kpbuuo,blood-brain-barrier-permeability-03zc79e,GATES,C0501,gates,81,supported,animal-interventional,systemic,rat,v0-13-evidence-and-translation,v0,false,,,,,"{""n"":""27 rats"",""mean_peak_pressure"":""0.28 +/- 0.05 MPa""}"
focused-ultrasound-blood-brain-barrier-opening-02j1urh,blood-brain-barrier-permeability-in-alzheimer-s-0jcvuq2,GATES,C0502,gates,82,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,,,,,"{""phase"":""I"",""n"":""five patients with Alzheimer's disease"",""result"":""opened safely, reversibly and repeatedly""}"
focused-ultrasound-blood-brain-barrier-opening-02j1urh,amyloid-burden-on-pet-0hlnzde,MODULATES,C0503,modulates,82,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,null-result,no amyloid-PET change,,,"{""n"":""five patients"",""result"":""no group-level change after sonication"",""reading"":""the therapeutic claim did not climb with the preparation""}"
looseness-of-controls-and-smallness-of-sample-0kwnzox,published-effect-size-in-neuromodulation-0fdullr,CONFOUNDS,C0504,confounds,178;206;207,inferred,inferred,systemic,human,v0-13-evidence-and-translation,v0,true,,,,,"{""direction"":""effects shrink as controls tighten and samples grow"",""supports"":""low power inflates published effect sizes; only about 45-50% of surveyed researchers could routinely reproduce published results; unmeasured unblinding is argued to inflate drug-trial effects"",""caveat"":""no study in this corpus measures an animal-to-human effect-size ratio directly, so the direction is an inference, not a measurement""}"
ultraharmonic-microbubble-emissions-detected-by-1uothlm,delivered-acoustic-pressure-during-sonication-0yjns6m,GATES,C0505,gates,81,supported,animal-interventional,biophysical,rat,v0-13-evidence-and-translation,v0,false,,,,,"{""frequency"":""551.5 kHz"",""burst"":""10 ms bursts at 2 Hz"",""rule"":""pressure ramped until ultraharmonics appeared, then held at a set fraction of that threshold"",""at_50_percent"":""barrier opened with no detectable damage"",""higher_fractions"":""gross damage""}"
subthalamic-beta-band-local-field-potential-1qys23x,delivery-of-deep-brain-stimulation-1aktvla,GATES,C0506,gates,135,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,,,,,"{""n"":""eight patients with advanced Parkinson's disease"",""motor_improvement"":""50% on blinded scores, about 27% more than continuous stimulation"",""stimulation_time"":""fell by 56%"",""control"":""random intermittent stimulation did not match this, so timing and not intermittency carried the benefit""}"
stimulation-entrained-gamma-oscillations-in-subt-11bv7q2,chronic-at-home-adaptive-deep-brain-stimulation-0s1m8km,GATES,C0507,gates,136,supported,human-interventional,clinical,human,v0-13-evidence-and-translation,v0,false,,,,,"{""n"":""four patients"",""design"":""blinded randomised cross-over feasibility trial"",""signal_choice"":""per patient"",""comparator"":""optimised continuous stimulation"",""result"":""improved motor symptoms and quality of life""}"
closed-loop-stimulation-dose-1ez0vzz,a-state-dependent-distribution-of-delivered-para-1ind454,MODULATES,C0508,modulates,81;135;136,inferred,inferred,systemic,human;rat,v0-13-evidence-and-translation,v0,true,,,,,"{""charge"":""delivered charge falls as effect rises, so intensity stops indexing dose"",""threshold"":""set per site or per patient, so parameters form a distribution over states"",""biomarker"":""a control signal entrained by stimulation is partly produced by the intervention it governs""}"
prefrontal-tms-or-tdcs-timed-relative-to-a-labor-0szb8o1,acute-cortisol-response-to-a-laboratory-stressor-0qbaxdf,DECREASES,C0509,decreases,159,supported,human-interventional,systemic,human,v0-13-evidence-and-translation,v0,false,,,,,"{""design"":""meta-analysis of 16 randomised trials in healthy adults"",""SMD"":""-0.72"",""timing"":""larger when stimulation came before or after the stressor than during it""}"
mu-phase-triggered-burst-rtms-1qb5ohy,resting-eeg-and-tms-eeg-excitability-measures-19ksg8h,MODULATES,C0510,modulates,213,supported,human-interventional,circuit,human,v0-13-evidence-and-translation,v0,false,null-result,no excitability change at the phase that works elsewhere,,,"{""trigger"":""a mu-rhythm phase that raises motor evoked potentials in other work"",""result"":""no detectable change in resting EEG or TMS-EEG excitability measures"",""authors_conclusion"":""EEG measures do not track corticospinal excitability"",""settling_test"":""the same protocol scored on MEP and EEG readouts in one sample""}"
trkb-0itud0a,psychedelic-induced-plasticity-and-antidepressan-11zr4g0,REQUIRED_FOR,C0511,required_for,119,contested,animal-interventional,molecular,mouse,v0-14-open-questions,v0,false,,,H-5ht2a-necessity-p3,H-5ht2a-necessity,"{""five_ht2a"":""not required for the plasticity effect"",""head_twitch"":""required 5-HT2A rather than TrkB""}"
regional-and-compartmental-specificity-of-5-ht2a-14bz895,reconciliation-of-the-postsynaptic-presynaptic-a-0asjfjv,REQUIRED_FOR,C0512,required_for,119;173;174,inferred,inferred,molecular,mouse,v0-14-open-questions,v0,true,,,,,"{""inference"":""all three positions hold if necessity is regional"",""settling_test"":""compartment-specific deletion, presynaptic and postsynaptic separately, in several regions""}"
a-putative-neurotransmitter-deficit-in-the-disea-16p2ndq,clinical-efficacy-of-a-drug-acting-on-that-trans-1uptkd4,REQUIRED_FOR,C0513,required_for,188,inferred,inferred,clinical,human,v0-14-open-questions,v0,true,,,,,"{""inference"":""a drug can work without its putative target deficit existing, so the two positions answer different questions - one about the disease, one about the drug""}"
maximum-near-infrared-transmittance-measured-thr-1c3k880,modelled-fraction-of-incident-energy-deposited-i-1q1eocx,CORRELATES_WITH,C0514,correlates_with,22;23,inferred,inferred,biophysical,human,v0-14-open-questions,v0,true,,,,,"{""inference"":""the two quantities are not directly comparable, so the two sides of the photobiomodulation dose dispute may not yet disagree about anything measurable"",""settling_test"":""in-situ transmittance during a device protocol reported in the same units as the simulation, against a dose-response curve for the endpoint claimed""}"
temporal-interference-stimulation-at-tolerated-s-1h4yuf7,spike-timing-without-a-change-in-firing-rate-0lrvx5e,MODULATES,C0515,modulates,45;46;48;60,inferred,inferred,cellular,human;macaque;mouse,v0-14-open-questions,v0,true,,,,,"{""inference"":""a timing-only, subthreshold effect reconciles the modelled suprathreshold requirement with the reported envelope and behavioural effects"",""settling_test"":""intracranial human recording at tolerated currents with rate and timing reported separately""}"
the-reflex-framing-of-vagal-control-of-splenic-t-0i2tqx6,the-therapeutic-claim-that-vagal-stimulation-sup-0y5an2x,REQUIRED_FOR,C0516,required_for,149;151,inferred,inferred,systemic,rat;mouse,v0-14-open-questions,v0,true,,,,,"{""inference"":""the therapeutic claim survives either framing; only the reflex framing licenses an edge labelled reflex"",""undisputed"":""the molecular chain"",""disputed"":""the wiring diagram and the word reflex"",""settling_test"":""splenic nerve recording during physiological endotoxaemia with and without vagotomy""}"
the-administered-compound-0j0ldue,the-ligand-that-acts-at-the-target-receptor-14sd0oq,CORRELATES_WITH,C0517,correlates_with,29;93,inferred,inferred,molecular,rat;macaque,v0-14-open-questions,v0,true,,,,,"{""inference"":""the administered compound and the acting ligand are separate objects and belong in separate nodes"",""settling_test"":""occupancy measured for the administered compound and its metabolites in the same animals, with a ligand-only arm""}"
a-recorded-dose-parameter-set-travelling-with-th-18dn1hl,resolution-of-an-apparent-mechanism-dispute-into-10twyjt,REQUIRED_FOR,C0518,required_for,84;146;171,inferred,inferred,systemic,,v0-14-open-questions,v0,true,,,,,"{""inference"":""several disputes resolve into dose rather than mechanism once parameters are recorded, which is visible only if the parameter set travels with the claim"",""instances"":""microbubble dose in barrier-opening inflammation; waveform in taVNS engagement; setting and endpoint in the ketamine-versus-ECT comparison""}"
anatomical-target-or-end-organ-0ka8lzg,uberon-species-neutral-anatomy-ontology-class-00zyoja,MEASURED_BY,C0519,measured_by,214,supported,consensus,systemic,,v0-15-from-text-to-graph,v0,false,,,,,"{""classes"":""more than 6,500"",""function"":""links species-specific anatomy ontologies, so a target or an end organ can be named once and compared across humans and model organisms""}"
cell-type-15vjqmt,cell-ontology-identifier-0im5fkd,MEASURED_BY,C0520,measured_by,215,supported,consensus,cellular,,v0-15-from-text-to-graph,v0,false,,,,,"{""coverage"":""OBO Foundry ontology of canonical cell types"",""uptake"":""required as metadata by large consortia""}"
cortical-neuron-types-across-three-published-cla-1xfd2c2,neuron-phenotype-ontology-compositional-phenotyp-1hhbw9b,MEASURED_BY,C0521,measured_by,156,supported,consensus,cellular,,v0-15-from-text-to-graph,v0,false,,,,,"{""method"":""a neuron type decomposed into constituent phenotypes expressed with identifiers from community ontologies"",""result"":""reconciled the three classifications with each other and with the informal names used in papers""}"
molecular-function-cellular-component-and-biolog-1xeourl,gene-ontology-term-0ov3e1t,MEASURED_BY,C0522,measured_by,216,supported,consensus,subcellular,,v0-15-from-text-to-graph,v0,false,,,,,"{""coverage"":""standard terms for molecular function, cellular component and biological process, plus annotations across organisms""}"
drug-ligand-or-neurotransmitter-as-a-chemical-en-17rwce3,chebi-identifier-14rodp7,MEASURED_BY,C0523,measured_by,217,supported,consensus,molecular,,v0-15-from-text-to-graph,v0,false,,,,,"{""coverage"":""database and ontology of biologically relevant chemical entities""}"
support-for-a-claim-edge-0povl5x,evidence-and-conclusion-ontology-type-alongside-13shlxn,MEASURED_BY,C0524,measured_by,218;208,supported,consensus,systemic,,v0-15-from-text-to-graph,v0,false,,,,,"{""eco"":""community ontology of evidence types used by dozens of biomedical databases to record how an assertion is supported"",""grade"":""a common system for rating quality of evidence and strength of recommendations"",""requirement"":""a curated projection and a sham-controlled trial are not the same kind of fact, so the two fields stay separate""}"
origins-terminations-and-routing-of-autonomic-pr-0cirtwj,sckan-curated-ontology-backed-structural-connect-1piqs1c,MEASURED_BY,C0525,measured_by,155,supported,consensus,systemic,human;rat;mouse,v0-15-from-text-to-graph,v0,false,,,,,"{""sources"":""expert input, published literature, textbooks and SPARC datasets"",""use"":""generates the SPARC portal's connectivity maps"",""limit"":""population-level structural connectivity, not physiology - it says that a population projects by a given route, not what a stimulation train does to that population's firing""}"
